"","response","email","date","site","initials","number","camera","first_photo","gps_n","gps_w","slope","aspect","height_ft","seedling_or_adult","dbh_cm","adult_crown_class","adult_dead_or_alive","dead_adult_base_epicormics","dead_adult_trunk_epicormics","dead_adult_canker_presence","dead_adult_canker_base","dead_adult_canker_1st9ft","dead_adult_canker_1stlivebranch","dead_adult_girdle","producing_seed","adult_percent_live_canopy","live_adult_base_epicormics","live_adult_trunk_epicormics","live_adult_canker_presence","live_adult_callus_presence","live_adult_canker_base","live_adult_canker_1st9ft","live_adult_canker_1stlivebranch","live_adult_girdle","live_adult_purdue_canker_rating","live_adult_purdue_canopy_ranking","densi_n","densi_e","densi_s","densi_w","basal_diameter_mm","seedling_damage","seedling_previous_stem_count","seedling_germ_yr","seedling_dead_or_alive","dead_seedling_canker_presence","seedling_percent_live_canopy","live_seedling_canker_presence","live_seedling_callus_presence","seedling_canker_base","seedling_canker_stem","seedling_girdle","seed_count","seed_bunch_size","terminal_bud","leaf_scar","lenticels","twig_hairs","riparian_or_upland","associate_trees","competition","other_competition","last_photo","notes","hybrid_visibility","Column.67","IGNORE.1","Ignore.2","ignore.3","ignore.4","ignore.5","ignore.6","ignore.7","ignore.8","Column.77","hickory","dogwood","black.walnut","white.pine","red.cedar","white.cedar","malus","buckthorn","ash","elm","mulberry","basswood","sumac","honeysuckle","elderberry","prunus","lilac","boxelder","maple","hackberry","butternut","oak","poplar","hazelnut","beech","gooseberry","spruce","birch","seedling_damage.1","Column.105","age_clark","soil_type"
"39",14,"kyliereroth@gmail.com","8/25/2025","CPVT","","67","kylie’s phone",7043,44.33537,-73.24259,2,"w",1.3,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,4,"",1,2023,"Alive","",100,"Y","N",0,1,25,"","",NA,"","","","upland","ash, butternut, red cedar","Nearby grasses or forbs","",7051,"","N",NA,"ash","butternut","red cedar","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2023,0
"40",29,"kyliereroth@gmail.com","8/26/2025","CPVT","","68","kylie’s phone",7222,44.33546,-73.24258,3,"w",1.8,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,11,"Having been mowed in the past",1,2024,"Alive","",100,"N","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut, red cedar","Nearby grasses or forbs","",7230,"","Y",NA,"ash","butternut","red cedar","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"41",32,"kyliereroth@gmail.com","8/26/2025","CPVT","","69","kylie’s phone",7260,44.33567,-73.24277,5,"w",4.4,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,79,83,96,94,9.5,"Having been mowed in the past",2,2020,"Alive","",85,"Y","N",0,4,40,"","",0,"0","0","1","upland","ash, red cedar, butternut","Nearby grasses or forbs, Vines on the tree","",7273,"3 main stems, possible a much larger one that had been mowed. heavy grape vines surrounding base","Y",NA,"ash","red cedar","butternut","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2020,0
"42",34,"kyliereroth@gmail.com","8/26/2025","CPVT","","70","kylie’s phone",7286,44.33582,-73.24281,3,"w",6.1,"Adult",1.3,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",100,"Y","N","Y","NA - no large cankers present",0,1,2,10,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","red cedar, ash, butternut","Nearby grasses or forbs","",7302,"3 main stems and many more mowed down that look quite large ","Y",NA,"red cedar","ash","butternut","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2023.375,0
"43",35,"kyliereroth@gmail.com","8/26/2025","CPVT","","71","kylie’s phone",7303,44.33583,-73.24283,3,"w",3.9,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,93,33,"Having been mowed in the past",3,2021,"Alive","",95,"Y","N",0,1,5,"","",0,"0","0","0","upland","ash, red cedar, butternut","Nearby grasses or forbs","",7311,"has a large base/ root ball situation with 2 dead stems and 1 live","Y",NA,"ash","red cedar","butternut","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2021,0
"44",33,"kyliereroth@gmail.com","8/26/2025","CPVT","","72","kylie’s phone",7274,44.33571,-73.24277,3,"w",3.1,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,83,95,62,37,18,"Having been mowed in the past",3,2022,"Alive","",95,"Y","N",5,1,5,"","",0,"0","0","0","upland","ash, red cedar, butternut","Nearby grasses or forbs","",7285,"2 main stems","Y",NA,"ash","red cedar","butternut","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2022,0
"45",46,"kyliereroth@gmail.com","8/27/2025","CPVT","","73","kylie’s phone",7421,44.33292,-73.24612,5,"w",15.1,"Adult",7.3,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",100,"N","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","red cedar, ash, butternut","Nearby grasses or forbs","",7430,"has some dead twigs, but not obvious that it’s from canker and no other visible canker","Y",NA,"red cedar","ash","butternut","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2015.875,0
"46",47,"kyliereroth@gmail.com","8/27/2025","CPVT","","74","kylie’s phone",7431,44.3363,-73.24301,6,"w",21.2,"Adult",14.2,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",100,"N","N","Y","Yes",45,15,20,30,2.5,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut, red cedar","Nearby grasses or forbs","",7444,"","Y",NA,"ash","butternut","red cedar","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2007.25,0
"47",27,"kyliereroth@gmail.com","8/25/2025","CPVT","","75","kylie’s phone",7201,44.33492,-73.24645,2,"w",39,"Adult",11.4,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",100,"N","N","Y","No",8,5,7,20,1.5,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","maple, buckthorn, honeysuckle, beech, cherry, cedar, elm","Nearby shrubs","",7206,"","N",NA,"maple","buckthorn","honeysuckle","beech","prunus","cedar","elm","",NA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"","",2010.75,0
"48",28,"kyliereroth@gmail.com","8/25/2025","CPVT","","76","kylie’s phone",7201,44.33506,-73.24648,1,"w",19.5,"Adult",9.2,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",100,"N","N","Y","Yes",15,10,20,55,3,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","maple, cedar, elm, oak, poplar, hickory, buckthorn","Nearby shrubs","",7218,"","Y",NA,"maple","cedar","elm","oak","poplar","hickory","buckthorn","",NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"","",2013.5,0
"49",41,"kyliereroth@gmail.com","8/26/2025","CPVT","","77","kylie’s phone",7362,44.3352,-73.24647,1,"w",3.4,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,93,91,28,"Having been mowed in the past",1,2023,"Alive","",100,"Y","N",0,1,40,"","",0,"0","0","0","upland","ash, oak, maple, red cedar, basswood","Nearby grasses or forbs","",7374,"","Y",NA,"ash","oak","maple","red cedar","basswood","","","",NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Having been mowed in the past","",2023,0
"50",40,"kyliereroth@gmail.com","8/26/2025","CPVT","","78","kylie’s phone",7352,44.33521,-73.24646,1,"w",4.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,92,91,24,"Deer browse, Having been mowed in the past",1,2022,"Alive","",100,"Y","N",0,1,10,"","",0,"0","0","0","upland","ash, maple, basswood, red cedar, oak","Nearby grasses or forbs","",7361,"","Y",NA,"ash","maple","basswood","red cedar","oak","","","",NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Deer browse","Having been mowed in the past",2022,0
"51",38,"kyliereroth@gmail.com","8/26/2025","CPVT","","79","kylie’s phone",7331,44.33526,-73.24638,1,"sw",1.7,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,95,93,96,10,"Deer browse",0,2024,"Alive","",100,"Y","N",0,2,25,"","",0,"0","0","0","upland","ash, maple, red cedar, basswood","Nearby grasses or forbs","",7341,"","Y",NA,"ash","maple","red cedar","basswood","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Deer browse","",2024,0
"52",39,"kyliereroth@gmail.com","8/26/2026","CPVT","","80","kylie’s phone",7342,44.33523,-73.24632,1,"w",2.3,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,92,16,"",0,2024,"Alive","",100,"Y","N",4,0,5,"","",0,"0","0","0","upland","ash, maple, red cedar, basswood","Nearby grasses or forbs","",7351,"","Y",NA,"ash","maple","red cedar","basswood","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","",2024,0
"53",37,"kyliereroth@gmail.com","8/26/2025","CPVT","","81","kylie’s phone",7321,44.33527,-73.24632,1,"SW",1.3,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,95,89,96,8,"Vole (nibbling on the bark)",0,2024,"Alive","",100,"Y","Y",50,5,70,"","",0,"0","0","0","upland","ash, oak, basswood, red cedar","Nearby grasses or forbs","",7330,"","Y",NA,"ash","oak","basswood","red cedar","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Vole (nibbling on the bark)","",2024,0
"54",36,"kyliereroth@gmail.com","8/26/2025","CPVT","","82","kylie’s phone",7312,44.3352,-73.24625,1,"SW",1.3,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,58,47,96,8,"",0,2024,"Alive","",95,"Y","N",0,1,25,"","",0,"0","0","0","upland","basswood, red cedar, oak, ash","Nearby grasses or forbs, Nearby shrubs","",7032,"","Y",NA,"basswood","red cedar","oak","ash","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","",2024,0
"55",42,"kyliereroth@gmail.com","8/26/2025","CPVT","","83","kylie’s phone",7375,44.33405,-73.24657,1,"w",4.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,84,30,32,96,25,"",0,2023,"Alive","",100,"Y","N",0,1,5,"","",0,"0","0","0","upland","birch, basswood, ash, poplar, hickory, maple","Nearby grasses or forbs","",7385,"","Y",NA,"birch","basswood","ash","poplar","hickory","maple","","",NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"","",2023,0
"56",43,"kyliereroth@gmail.com","8/26/2025","CPVT","","84","kylie’s phone",7386,44.33409,-73.24649,2,"w",2.7,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,75,32,49,94,16,"",0,2024,"Alive","",95,"Y","N",10,2,20,"","",0,"0","0","0","upland","ash, maple, poplar, basswood, hickory, birch, butternut","Nearby grasses or forbs","",7378,"","Y",NA,"ash","maple","poplar","basswood","hickory","birch","butternut","",NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"","",2024,0
"57",44,"kyliereroth@gmail.com","8/26/2025","CPVT","","85","kylie’s phone",7399,44.33296,-73.24611,1,"w",1.3,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,80,67,63,43,10,"",0,2024,"Alive","",100,"Y","Y",40,0,50,"","",0,"0","0","0","upland","elm, butternut, ash, honeysuckle","Nearby grasses or forbs","",7406,"","Y",NA,"elm","butternut","ash","honeysuckle","","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2024,0
"58",45,"kyliereroth@gmail.com","8/26/2025","CPVT","","86","kylie’s phone",7407,44.33292,-73.24612,1,"w",1.6,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,74,85,96,16,"",0,2024,"Alive","",85,"Y","Y",50,20,60,"","",0,"0","0","0","upland","ash, elm, butternut, honeysuckle ","Nearby grasses or forbs","",7420,"","Y",NA,"ash","elm","butternut","honeysuckle","","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2024,0
"59",54,"kyliereroth@gmail.com","8/27/2025","CPVT","","87","kylie’s phone",7525,44.33296,-73.24613,1,"w",8,"Adult",2.2,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",80,"N","N","Y","No",55,3,5,25,1.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut, elm, ash, maple","Nearby grasses or forbs","",7541,"one main stem and 4 others clustered ","Y",NA,"butternut","elm","ash","maple","","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",2022.25,0
"60",55,"kyliereroth@gmail.com","8/27/2025","CPVT","","88","kylie’s phone",7542,44.33291,-73.24613,1,"w",13.1,"Adult",4.2,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",90,"N","Y","Y","No",5,5,19,10,1,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut, elm, maple","Nearby grasses or forbs","",7556,"low split with 2 main branches","Y",NA,"ash","butternut","elm","maple","","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",2019.75,0
"61",53,"kyliereroth@gmail.com","8/27/2025","CPVT","","89","kylie’s phone",7513,44.3328,-73.24609,2,"w",24.8,"Adult",14.5,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",90,"N","N","Y","Yes",10,5,5,45,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut, maple, ash, elm","Vines on the tree","",7524,"heavy grape vines","Y",NA,"butternut","maple","ash","elm","","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",2006.875,0
"62",52,"kyliereroth@gmail.com","8/27/2025","CPVT","","90","kylie’s phone",7504,44.33261,-73.24601,1,"w",63.6,"Adult",51.3,"Intermediate","Alive","","","",NA,NA,NA,NA,"Yes",90,"N","N","Y","NA - no large cankers present",5,0,5,15,1,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"Few - less than 50 seeds on the tree","5 or fewer",NA,"","","","upland","maple, butternut, ash, ","Other","maple tree is competing heavily",7512,"we saw 1 seed","N",NA,"maple","butternut","ash","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1960.875,0
"63",60,"kyliereroth@gmail.com","8/27/2025","CPVT","","91","kylie’s phone",7606,44.33183,-73.24729,0,"",69.5,"Adult",33.2,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",80,"N","Y","Y","Yes",65,20,35,55,3,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut, maple, hickory, sumac","None apparent","",7605,"","N",NA,"butternut","maple","hickory","sumac","","","","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1983.5,0
"64",62,"kyliereroth@gmail.com","8/27/2025","CPVT","","92","Kylie’s phone",7631,44.33193,-73.24718,0,"",63.4,"Adult",46.5,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",49,"N","Y","Y","Yes",65,40,55,50,3,3.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","maple, butternut, ash, sumac","Nearby shrubs","",7641,"branch on the ground that likely died/ fell this year with 1 aborted seed but we didn’t see any others","N",NA,"maple","butternut","ash","sumac","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1966.875,0
"65",61,"kyliereroth@gmail.com","8/27/2025","CPVT","","93","Kylie’s phone",7620,44.33178,-73.24761,0,"",73.9,"Adult",38.5,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",60,"N","N","Y","Yes",60,5,10,5,3,3,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut, maple, ash, ","Other","competing with adjacent trees",7630,"","N",NA,"butternut","maple","ash","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1976.875,0
"66",63,"kyliereroth@gmail.com","8/27/2025","CPVT","","94","kylie’s phone",7642,44.33206,-73.24771,0,"",69.9,"Adult",39.9,"Intermediate","Alive","","","",NA,NA,NA,NA,"Yes",95,"N","N","Y","Yes",50,7,5,2,2,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"Few - less than 50 seeds on the tree","5 or fewer",NA,"","","","upland","hickory, maple, butternut, ash ","Other","adjacent trees",7651,"hard to see canopy","N",NA,"hickory","maple","butternut","ash","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1975.125,0
"67",64,"kyliereroth@gmail.com","8/27/2025","CPVT","","95","kylie’s phone",7665,44.33207,-73.248,0,"",45,"Adult",38.4,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",20,"N","Y","Y","Yes",90,70,80,50,4.5,4,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut, maple, ash, hickory","Vines on the tree","",7675,"","Y",NA,"butternut","maple","ash","hickory","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1977,0
"68",65,"kyliereroth@gmail.com","8/27/2025","CPVT","","96","kylie’s phone",7676,44.33191,-73.24882,0,"",65.3,"Adult",50.5,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",70,"N","Y","Y","Yes",75,40,45,50,3.5,3.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","","Vines on the tree","",7689,"","N",NA,"","","","","","","","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1961.875,0
"69",66,"kyliereroth@gmail.com","8/27/2025","CPVT","","97","kylie’s phone",7690,44.33193,-73.24885,2,"w",54.1,"Adult",25.6,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",65,"N","N","Y","Yes",15,20,25,25,2,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","ash, maple, butternut, hickory","Vines on the tree","",7699,"lots of vines","N",NA,"ash","maple","butternut","hickory","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1993,0
"70",67,"kyliereroth@gmail.com","8/27/2025","CPVT","","98","kylie’s phone",7700,44.332,-73.24898,1,"w",65.2,"Adult",32,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",60,"N","Y","Y","Yes",25,30,50,15,3.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut, maple, hickory, ash","Vines on the tree","",7718,"","Y",NA,"butternut","maple","hickory","ash","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1985,0
"71",68,"kyliereroth@gmail.com","8/27/2025","CPVT","","99","kylie’s phone",7719,44.332,-73.24907,1,"w",65.2,"Adult",48.6,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",30,"N","Y","Y","Yes",40,30,40,20,2.5,3.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut, ash, maple, hickory","Vines on the tree","",7730,"","N",NA,"butternut","ash","maple","hickory","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1964.25,0
"72",59,"kyliereroth@gmail.com","8/27/2025","CPVT","","100","kylie’s phone",7593,44.33204,-73.24728,0,"",70,"Adult",44.2,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",80,"N","N","Y","Yes",70,60,60,50,4,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","ash, butternut, hickory, elm, maple","Vines on the tree","",7605,"","N",NA,"ash","butternut","hickory","elm","maple","","","",NA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"","",1969.75,0
"73",78,"kyliereroth@gmail.com","8/28/2025","CPVT","","101","kylie’s phone",7834,44.33226,-73.24868,1,"w",61.1,"Adult",30.7,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",60,"N","Y","Y","Yes",60,40,30,50,3,3,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut, cherry, ash, maple","Vines on the tree","",7853,"2 main stems, second dbh 30.2","Y",NA,"butternut","prunus","ash","maple","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"","",1986.625,0
"74",307,"kyliereroth@gmail.com","9/24/2025","CPVT","BU","102","SonyHX90V",4437,44.332292,-73.241443,2,"W",42.8,"Adult",27.7,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",90,"N","N","Y","NA - no large cankers present",20,NA,5,20,1.5,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","ash, honey suckle, buckthorn","Nearby shrubs","",4444,"","N",NA,"ash","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1990.375,0
"75",308,"kyliereroth@gmail.com","9/24/2025","CPVT","bu","103","SonyHX90V",4445,44.332272,-73.241714,0,"W",44.9,"Adult",40.9,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","N","Y","Yes",40,5,5,35,1.5,3,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","ash, hickory ","Nearby shrubs, Vines on the tree","",4457,"","N",NA,"ash","hickory","","","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1973.875,0
"76",309,"kyliereroth@gmail.com","9/24/2025","CPVT","BU","104","SonyHX90V",4458,44.331616,-73.240994,1,"W",34.1,"Adult",24.3,"Dominant","Alive","","","",NA,NA,NA,NA,"Yes",100,"N","N","Y","NA - no large cankers present",5,NA,0,0,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"Few - less than 50 seeds on the tree","5 or fewer",NA,"","","","upland","dogwood hickory ","Nearby shrubs, Vines on the tree","",4464,"behind park bench","N",NA,"dogwood","hickory","","","","","","",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1994.625,0
"77",310,"kyliereroth@gmail.com","9/24/2025","CPVT","BU","105","SonyHX90V",4465,44.331571,-73.242144,5,"W",37.2,"Adult",33.7,"Dominant","Alive","","","",NA,NA,NA,NA,"Yes",65,"N","N","Y","Yes",40,NA,5,30,2,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"Lots - more than 50 seeds on the tree","5 or fewer",NA,"","","","upland","ash butternut","Nearby grasses or forbs","",4480,"","N",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1982.875,0
"78",311,"kyliereroth@gmail.com","9/24/0025","CPVT","Bu","106","SonyHX90V",4481,44.331648,-73.242176,5,"W",31.2,"Adult",17.1,"Dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","N","Y","NA - no large cankers present",45,NA,1,45,1.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","basswood butternut","Nearby grasses or forbs","",4491,"9.9, 14.5 are dbh of other 2 stems - likely all sprouts from a previous dead tree. assessed largest one.crown mostly yellow from fall senescence","N",NA,"basswood","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2003.625,0
"79",312,"kyliereroth@gmail.com","9/24/2025","CPVT","bu","107","SonyHX90V",4492,44.331625,-73.242205,5,"W",31.2,"Adult",14.6,"Intermediate","Alive","","","",NA,NA,NA,NA,"Yes",50,"N","Y","Y","Yes",75,30,35,60,3.5,4,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"Few - less than 50 seeds on the tree","5 or fewer",NA,"","","","upland","butterbut sumac cherry ash","Nearby grasses or forbs","",4499,"","N",NA,"butternut","sumac","prunus","ash","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"","",2006.75,0
